"","model","inference","replicate","height","ntaxa","r_mse","N_mse","N_true_sum","true positive","true negative","false negative","false positive","false positive rate","true positive rate","false negative rate","true negative rate","prop_error_geomean_lambda","prop_error_mean_lambda","prop_error_geomean_mu","prop_error_mean_mu","arithmetic_error_netdiv","criterion"
"1535",2,"true_all",12,50,17,1.86903062104693e-06,8.57562634282799e-05,0,0,32,0,0,0,NA,NA,1,1.03326886593354,1.03329759750701,1.03326886593354,1.03329759750701,0.00133190390028044,"bayes_factor_10"
"1536",2,"true_all",12,50,17,1.86903062104693e-06,8.57562634282799e-05,0,0,32,0,0,0,NA,NA,1,1.03326886593354,1.03329759750701,1.03326886593354,1.03329759750701,0.00133190390028044,"N_half_and_bayes_factor"
"1537",2,"true_all",13,50,82,0.000550141000959015,4.63071155316556e-05,0,0,162,0,0,0,NA,NA,1,1.58627518177942,1.5863027764472,1.58627518177942,1.58630277644721,0.0234521110578882,"N_over_half"
"1538",2,"true_all",13,50,82,0.000550141000959015,4.63071155316556e-05,0,0,162,0,0,0,NA,NA,1,1.58627518177942,1.5863027764472,1.58627518177942,1.58630277644721,0.0234521110578882,"bayes_factor_10"
"1539",2,"true_all",13,50,82,0.000550141000959015,4.63071155316556e-05,0,0,162,0,0,0,NA,NA,1,1.58627518177942,1.5863027764472,1.58627518177942,1.58630277644721,0.0234521110578882,"N_half_and_bayes_factor"
"1540",2,"true_all",14,50,22,1.49545909977212e-06,3.74201269895468e-05,0,0,42,0,0,0,NA,NA,1,1.03006517800712,1.03007967347736,1.03006517800712,1.03007967347736,0.00120318693909429,"N_over_half"
"1541",2,"true_all",14,50,22,1.49545909977212e-06,3.74201269895468e-05,0,0,42,0,0,0,NA,NA,1,1.03006517800712,1.03007967347736,1.03006517800712,1.03007967347736,0.00120318693909429,"bayes_factor_10"
"1542",2,"true_all",14,50,22,1.49545909977212e-06,3.74201269895468e-05,0,0,42,0,0,0,NA,NA,1,1.03006517800712,1.03007967347736,1.03006517800712,1.03007967347736,0.00120318693909429,"N_half_and_bayes_factor"
"1543",2,"true_all",15,50,59,6.39166172341338e-07,2.27076874253771e-05,0,0,116,0,0,0,NA,NA,1,1.01937682588178,1.01938838872936,1.01937682588178,1.01938838872936,0.00077553554917436,"N_over_half"
"1544",2,"true_all",15,50,59,6.39166172341338e-07,2.27076874253771e-05,0,0,116,0,0,0,NA,NA,1,1.01937682588178,1.01938838872936,1.01937682588178,1.01938838872936,0.00077553554917436,"bayes_factor_10"
"1545",2,"true_all",15,50,59,6.39166172341338e-07,2.27076874253771e-05,0,0,116,0,0,0,NA,NA,1,1.01937682588178,1.01938838872936,1.01937682588178,1.01938838872936,0.00077553554917436,"N_half_and_bayes_factor"
"1546",2,"true_all",16,50,27,3.80251788377402e-05,3.97697194413092e-05,0,0,52,0,0,0,NA,NA,1,1.15397822926404,1.15399975522965,1.15397822926404,1.15399975522965,0.00615999020918612,"N_over_half"
"1547",2,"true_all",16,50,27,3.80251788377402e-05,3.97697194413092e-05,0,0,52,0,0,0,NA,NA,1,1.15397822926404,1.15399975522965,1.15397822926404,1.15399975522965,0.00615999020918612,"bayes_factor_10"
"1548",2,"true_all",16,50,27,3.80251788377402e-05,3.97697194413092e-05,0,0,52,0,0,0,NA,NA,1,1.15397822926404,1.15399975522965,1.15397822926404,1.15399975522965,0.00615999020918612,"N_half_and_bayes_factor"
"1549",2,"true_all",17,50,41,0.000149670612045241,4.71807471655077e-05,0,0,80,0,0,0,NA,NA,1,1.30567342789563,1.30570691772129,1.30567342789563,1.30570691772129,0.0122282767088517,"N_over_half"
"1550",2,"true_all",17,50,41,0.000149670612045241,4.71807471655077e-05,0,0,80,0,0,0,NA,NA,1,1.30567342789563,1.30570691772129,1.30567342789563,1.30570691772129,0.0122282767088517,"bayes_factor_10"
"1551",2,"true_all",17,50,41,0.000149670612045241,4.71807471655077e-05,0,0,80,0,0,0,NA,NA,1,1.30567342789563,1.30570691772129,1.30567342789563,1.30570691772129,0.0122282767088517,"N_half_and_bayes_factor"
"1552",2,"true_all",18,50,23,1.02294037560091e-05,4.27512284831075e-05,0,0,44,0,0,0,NA,NA,1,1.07930418977993,1.07934892294114,1.07930418977993,1.07934892294114,0.00317395691764569,"N_over_half"
"1553",2,"true_all",18,50,23,1.02294037560091e-05,4.27512284831075e-05,0,0,44,0,0,0,NA,NA,1,1.07930418977993,1.07934892294114,1.07930418977993,1.07934892294114,0.00317395691764569,"bayes_factor_10"
"1554",2,"true_all",18,50,23,1.02294037560091e-05,4.27512284831075e-05,0,0,44,0,0,0,NA,NA,1,1.07930418977993,1.07934892294114,1.07930418977993,1.07934892294114,0.00317395691764569,"N_half_and_bayes_factor"
"1555",2,"true_all",19,50,6,9.97359801966714e-06,9.26240644266458e-05,0,0,10,0,0,0,NA,NA,1,1.07892605867025,1.07892786091655,1.07892605867025,1.07892786091655,0.00315711443666207,"N_over_half"
"1556",2,"true_all",19,50,6,9.97359801966714e-06,9.26240644266458e-05,0,0,10,0,0,0,NA,NA,1,1.07892605867025,1.07892786091655,1.07892605867025,1.07892786091655,0.00315711443666207,"bayes_factor_10"
"1557",2,"true_all",19,50,6,9.97359801966714e-06,9.26240644266458e-05,0,0,10,0,0,0,NA,NA,1,1.07892605867025,1.07892786091655,1.07892605867025,1.07892786091655,0.00315711443666207,"N_half_and_bayes_factor"
"1558",2,"true_all",20,50,78,0.00010625968280354,0.0128512514444021,2,0,152,2,0,0,0,1,1,1.245502114101,1.2476176216452,1.245502114101,1.2476176216452,0.00983090081930784,"N_over_half"
"1559",2,"true_all",20,50,78,0.00010625968280354,0.0128512514444021,2,0,152,2,0,0,0,1,1,1.245502114101,1.2476176216452,1.245502114101,1.2476176216452,0.00983090081930784,"bayes_factor_10"
"1560",2,"true_all",20,50,78,0.00010625968280354,0.0128512514444021,2,0,152,2,0,0,0,1,1,1.245502114101,1.2476176216452,1.245502114101,1.2476176216452,0.00983090081930784,"N_half_and_bayes_factor"
"1561",2,"true_all",21,50,24,1.6552108144879e-05,4.27415161266996e-05,0,0,46,0,0,0,NA,NA,1,1.10114471286067,1.10119223628274,1.10114471286067,1.10119223628274,0.00404768945130968,"N_over_half"
"1562",2,"true_all",21,50,24,1.6552108144879e-05,4.27415161266996e-05,0,0,46,0,0,0,NA,NA,1,1.10114471286067,1.10119223628274,1.10114471286067,1.10119223628274,0.00404768945130968,"bayes_factor_10"
"1563",2,"true_all",21,50,24,1.6552108144879e-05,4.27415161266996e-05,0,0,46,0,0,0,NA,NA,1,1.10114471286067,1.10119223628274,1.10114471286067,1.10119223628274,0.00404768945130968,"N_half_and_bayes_factor"
"1564",2,"true_all",22,50,42,0.000239283630095587,4.83674024240276e-05,0,0,82,0,0,0,NA,NA,1,1.38642497798427,1.3864891876581,1.38642497798427,1.3864891876581,0.0154595675063242,"N_over_half"
"1565",2,"true_all",22,50,42,0.000239283630095587,4.83674024240276e-05,0,0,82,0,0,0,NA,NA,1,1.38642497798427,1.3864891876581,1.38642497798427,1.3864891876581,0.0154595675063242,"bayes_factor_10"
"1566",2,"true_all",22,50,42,0.000239283630095587,4.83674024240276e-05,0,0,82,0,0,0,NA,NA,1,1.38642497798427,1.3864891876581,1.38642497798427,1.3864891876581,0.0154595675063242,"N_half_and_bayes_factor"
"1567",2,"true_all",23,50,47,0.000127794365412175,0.0106406030339375,1,0,91,1,0,0,0,1,1,1.27911077271008,1.27982936681909,1.27911077271008,1.27982936681909,0.0111790751661131,"N_over_half"
"1568",2,"true_all",23,50,47,0.000127794365412175,0.0106406030339375,1,0,91,1,0,0,0,1,1,1.27911077271008,1.27982936681909,1.27911077271008,1.27982936681909,0.0111790751661131,"bayes_factor_10"
"1569",2,"true_all",23,50,47,0.000127794365412175,0.0106406030339375,1,0,91,1,0,0,0,1,1,1.27911077271008,1.27982936681909,1.27911077271008,1.27982936681909,0.0111790751661131,"N_half_and_bayes_factor"
"1570",2,"true_all",24,50,33,2.13533296870299e-05,0.0156089027903597,1,0,63,1,0,0,0,1,1,1.0981603309773,1.09939832993632,1.0981603309773,1.09939832993632,0.00389404101341517,"N_over_half"
"1571",2,"true_all",24,50,33,2.13533296870299e-05,0.0156089027903597,1,0,63,1,0,0,0,1,1,1.0981603309773,1.09939832993632,1.0981603309773,1.09939832993632,0.00389404101341517,"bayes_factor_10"
"1572",2,"true_all",24,50,33,2.13533296870299e-05,0.0156089027903597,1,0,63,1,0,0,0,1,1,1.0981603309773,1.09939832993632,1.0981603309773,1.09939832993632,0.00389404101341517,"N_half_and_bayes_factor"
"1573",2,"true_all",25,50,76,0.000372779346112722,0.00646400738851366,1,0,149,1,0,0,0,1,1,1.12542158869429,1.18561935173515,1.12542158869429,1.18561935173515,0.00350338821890956,"N_over_half"
"1574",2,"true_all",25,50,76,0.000372779346112722,0.00646400738851366,1,0,149,1,0,0,0,1,1,1.12542158869429,1.18561935173515,1.12542158869429,1.18561935173515,0.00350338821890956,"bayes_factor_10"
"1575",2,"true_all",25,50,76,0.000372779346112722,0.00646400738851366,1,0,149,1,0,0,0,1,1,1.12542158869429,1.18561935173515,1.12542158869429,1.18561935173515,0.00350338821890956,"N_half_and_bayes_factor"
"1576",2,"true_all",26,50,20,0.000247469435024204,0.0255975455111778,1,0,37,1,0,0,0,1,1,0.82068616241688,0.826541866286199,0.82068616241688,0.826541866286199,-0.0144393475343184,"N_over_half"
"1577",2,"true_all",26,50,20,0.000247469435024204,0.0255975455111778,1,0,37,1,0,0,0,1,1,0.82068616241688,0.826541866286199,0.82068616241688,0.826541866286199,-0.0144393475343184,"bayes_factor_10"
"1578",2,"true_all",26,50,20,0.000247469435024204,0.0255975455111778,1,0,37,1,0,0,0,1,1,0.82068616241688,0.826541866286199,0.82068616241688,0.826541866286199,-0.0144393475343184,"N_half_and_bayes_factor"
"1579",2,"true_all",27,50,34,0.000170336693366499,0.000153457944687217,0,0,66,0,0,0,NA,NA,1,1.3231418993597,1.32376798165905,1.3231418993597,1.32376798165905,0.0129507192663619,"N_over_half"
"1580",2,"true_all",27,50,34,0.000170336693366499,0.000153457944687217,0,0,66,0,0,0,NA,NA,1,1.3231418993597,1.32376798165905,1.3231418993597,1.32376798165905,0.0129507192663619,"bayes_factor_10"
"1581",2,"true_all",27,50,34,0.000170336693366499,0.000153457944687217,0,0,66,0,0,0,NA,NA,1,1.3231418993597,1.32376798165905,1.3231418993597,1.32376798165905,0.0129507192663619,"N_half_and_bayes_factor"
"1582",2,"true_all",28,50,36,1.42767544809639e-05,2.43119488743911e-05,0,0,70,0,0,0,NA,NA,1,1.09414844189954,1.09417324016821,1.09414844189954,1.09417324016821,0.00376692960672826,"N_over_half"
"1583",2,"true_all",28,50,36,1.42767544809639e-05,2.43119488743911e-05,0,0,70,0,0,0,NA,NA,1,1.09414844189954,1.09417324016821,1.09414844189954,1.09417324016821,0.00376692960672826,"bayes_factor_10"
"1584",2,"true_all",28,50,36,1.42767544809639e-05,2.43119488743911e-05,0,0,70,0,0,0,NA,NA,1,1.09414844189954,1.09417324016821,1.09414844189954,1.09417324016821,0.00376692960672826,"N_half_and_bayes_factor"
"1585",2,"true_all",29,50,22,1.29717401120604e-05,5.0972228962546e-05,0,0,42,0,0,0,NA,NA,1,1.08901155287996,1.08908915635766,1.08901155287996,1.08908915635766,0.00356356625430643,"N_over_half"
"1586",2,"true_all",29,50,22,1.29717401120604e-05,5.0972228962546e-05,0,0,42,0,0,0,NA,NA,1,1.08901155287996,1.08908915635766,1.08901155287996,1.08908915635766,0.00356356625430643,"bayes_factor_10"
"1587",2,"true_all",29,50,22,1.29717401120604e-05,5.0972228962546e-05,0,0,42,0,0,0,NA,NA,1,1.08901155287996,1.08908915635766,1.08901155287996,1.08908915635766,0.00356356625430643,"N_half_and_bayes_factor"
"1588",2,"true_all",30,50,93,0.0001213378370675,4.66689027861693e-05,0,0,184,0,0,0,NA,NA,1,1.27440007065682,1.27457386349918,1.27440007065682,1.27457386349918,0.0109829545399674,"N_over_half"
"1589",2,"true_all",30,50,93,0.0001213378370675,4.66689027861693e-05,0,0,184,0,0,0,NA,NA,1,1.27440007065682,1.27457386349918,1.27440007065682,1.27457386349918,0.0109829545399674,"bayes_factor_10"
"1590",2,"true_all",30,50,93,0.0001213378370675,4.66689027861693e-05,0,0,184,0,0,0,NA,NA,1,1.27440007065682,1.27457386349918,1.27440007065682,1.27457386349918,0.0109829545399674,"N_half_and_bayes_factor"
"1591",2,"true_all",31,50,54,2.29448296991845e-05,1.92792719732011e-05,0,0,106,0,0,0,NA,NA,1,1.1196813832268,1.11968819756965,1.1196813832268,1.11968819756965,0.00478752790278608,"N_over_half"
"1592",2,"true_all",31,50,54,2.29448296991845e-05,1.92792719732011e-05,0,0,106,0,0,0,NA,NA,1,1.1196813832268,1.11968819756965,1.1196813832268,1.11968819756965,0.00478752790278608,"bayes_factor_10"
"1593",2,"true_all",31,50,54,2.29448296991845e-05,1.92792719732011e-05,0,0,106,0,0,0,NA,NA,1,1.1196813832268,1.11968819756965,1.1196813832268,1.11968819756965,0.00478752790278608,"N_half_and_bayes_factor"
"1594",2,"true_all",32,50,38,1.14421334124204e-06,4.14626867772739e-05,0,0,74,0,0,0,NA,NA,1,1.02428955179707,1.024348776155,1.02428955179707,1.024348776155,0.000973951046200128,"N_over_half"
"1595",2,"true_all",32,50,38,1.14421334124204e-06,4.14626867772739e-05,0,0,74,0,0,0,NA,NA,1,1.02428955179707,1.024348776155,1.02428955179707,1.024348776155,0.000973951046200128,"bayes_factor_10"
"1596",2,"true_all",32,50,38,1.14421334124204e-06,4.14626867772739e-05,0,0,74,0,0,0,NA,NA,1,1.02428955179707,1.024348776155,1.02428955179707,1.024348776155,0.000973951046200128,"N_half_and_bayes_factor"
"1597",2,"true_all",33,50,21,5.63918480408683e-07,3.52970503589403e-05,0,0,40,0,0,0,NA,NA,1,1.01827676134753,1.01828563818183,1.01827676134753,1.01828563818183,0.000731425527273045,"N_over_half"
"1598",2,"true_all",33,50,21,5.63918480408683e-07,3.52970503589403e-05,0,0,40,0,0,0,NA,NA,1,1.01827676134753,1.01828563818183,1.01827676134753,1.01828563818183,0.000731425527273045,"bayes_factor_10"
"1599",2,"true_all",33,50,21,5.63918480408683e-07,3.52970503589403e-05,0,0,40,0,0,0,NA,NA,1,1.01827676134753,1.01828563818183,1.01827676134753,1.01828563818183,0.000731425527273045,"N_half_and_bayes_factor"
"1600",2,"true_all",34,50,31,0.000142099220804243,6.39457683365678e-05,0,0,60,0,0,0,NA,NA,1,1.29788720520538,1.29791070198371,1.29788720520538,1.29791070198371,0.0119164280793483,"N_over_half"
"1601",2,"true_all",34,50,31,0.000142099220804243,6.39457683365678e-05,0,0,60,0,0,0,NA,NA,1,1.29788720520538,1.29791070198371,1.29788720520538,1.29791070198371,0.0119164280793483,"bayes_factor_10"
"1602",2,"true_all",34,50,31,0.000142099220804243,6.39457683365678e-05,0,0,60,0,0,0,NA,NA,1,1.29788720520538,1.29791070198371,1.29788720520538,1.29791070198371,0.0119164280793483,"N_half_and_bayes_factor"
"1603",2,"true_all",35,50,39,5.33269560618836e-06,9.41384011767083e-05,0,0,76,0,0,0,NA,NA,1,1.05041580427567,1.05077007204768,1.05041580427567,1.05077007204768,0.00203080288190726,"N_over_half"
"1604",2,"true_all",35,50,39,5.33269560618836e-06,9.41384011767083e-05,0,0,76,0,0,0,NA,NA,1,1.05041580427567,1.05077007204768,1.05041580427567,1.05077007204768,0.00203080288190726,"bayes_factor_10"
"1605",2,"true_all",35,50,39,5.33269560618836e-06,9.41384011767083e-05,0,0,76,0,0,0,NA,NA,1,1.05041580427567,1.05077007204768,1.05041580427567,1.05077007204768,0.00203080288190726,"N_half_and_bayes_factor"
"1606",2,"true_all",36,50,9,0.000106893921336844,0.00013454058972452,0,0,16,0,0,0,NA,NA,1,1.25833168218014,1.25835597530173,1.25833168218014,1.25835597530173,0.0103342390120692,"N_over_half"
"1607",2,"true_all",36,50,9,0.000106893921336844,0.00013454058972452,0,0,16,0,0,0,NA,NA,1,1.25833168218014,1.25835597530173,1.25833168218014,1.25835597530173,0.0103342390120692,"bayes_factor_10"
"1608",2,"true_all",36,50,9,0.000106893921336844,0.00013454058972452,0,0,16,0,0,0,NA,NA,1,1.25833168218014,1.25835597530173,1.25833168218014,1.25835597530173,0.0103342390120692,"N_half_and_bayes_factor"
"1609",2,"true_all",37,50,83,5.37304512412004e-05,0.00620987844866857,1,0,163,1,0,0,0,1,1,1.1338701983958,1.13940290461252,1.1338701983958,1.13940290461252,0.00536466770972976,"N_over_half"
"1610",2,"true_all",37,50,83,5.37304512412004e-05,0.00620987844866857,1,0,162,1,1,0.00613496932515337,0,1,0.993865030674847,1.1338701983958,1.13940290461252,1.1338701983958,1.13940290461252,0.00536466770972976,"bayes_factor_10"
"1611",2,"true_all",37,50,83,5.37304512412004e-05,0.00620987844866857,1,0,163,1,0,0,0,1,1,1.1338701983958,1.13940290461252,1.1338701983958,1.13940290461252,0.00536466770972976,"N_half_and_bayes_factor"
"1612",2,"true_all",38,50,45,0.000114951666121847,0.0222480531380129,2,0,86,2,0,0,0,1,1,1.20898131106838,1.21907894839262,1.20898131106838,1.21907894839262,0.0083841511684722,"N_over_half"
"1613",2,"true_all",38,50,45,0.000114951666121847,0.0222480531380129,2,0,86,2,0,0,0,1,1,1.20898131106838,1.21907894839262,1.20898131106838,1.21907894839262,0.0083841511684722,"bayes_factor_10"
"1614",2,"true_all",38,50,45,0.000114951666121847,0.0222480531380129,2,0,86,2,0,0,0,1,1,1.20898131106838,1.21907894839262,1.20898131106838,1.21907894839262,0.0083841511684722,"N_half_and_bayes_factor"
"1615",2,"true_all",39,50,26,1.81994580703251e-05,4.54810602676259e-05,0,0,50,0,0,0,NA,NA,1,1.10620971316695,1.10624825093297,1.10620971316695,1.10624825093297,0.0042499300373189,"N_over_half"
"1616",2,"true_all",39,50,26,1.81994580703251e-05,4.54810602676259e-05,0,0,50,0,0,0,NA,NA,1,1.10620971316695,1.10624825093297,1.10620971316695,1.10624825093297,0.0042499300373189,"bayes_factor_10"
"1617",2,"true_all",39,50,26,1.81994580703251e-05,4.54810602676259e-05,0,0,50,0,0,0,NA,NA,1,1.10620971316695,1.10624825093297,1.10620971316695,1.10624825093297,0.0042499300373189,"N_half_and_bayes_factor"
"1618",2,"true_all",40,50,38,1.12386662117135e-05,2.81740183477354e-05,0,0,74,0,0,0,NA,NA,1,1.08326621837389,1.08330514408319,1.08326621837389,1.08330514408319,0.0033322057633276,"N_over_half"
"1619",2,"true_all",40,50,38,1.12386662117135e-05,2.81740183477354e-05,0,0,74,0,0,0,NA,NA,1,1.08326621837389,1.08330514408319,1.08326621837389,1.08330514408319,0.0033322057633276,"bayes_factor_10"
"1620",2,"true_all",40,50,38,1.12386662117135e-05,2.81740183477354e-05,0,0,74,0,0,0,NA,NA,1,1.08326621837389,1.08330514408319,1.08326621837389,1.08330514408319,0.0033322057633276,"N_half_and_bayes_factor"
"1621",2,"true_all",41,50,136,2.06760496773911e-06,0.0037001346246639,1,0,269,1,0,0,0,1,1,1.02095239266245,1.02124011430608,1.02095239266245,1.02124011430608,0.000830044938904208,"N_over_half"
"1622",2,"true_all",41,50,136,2.06760496773911e-06,0.0037001346246639,1,0,269,1,0,0,0,1,1,1.02095239266245,1.02124011430608,1.02095239266245,1.02124011430608,0.000830044938904208,"bayes_factor_10"
"1623",2,"true_all",41,50,136,2.06760496773911e-06,0.0037001346246639,1,0,269,1,0,0,0,1,1,1.02095239266245,1.02124011430608,1.02095239266245,1.02124011430608,0.000830044938904208,"N_half_and_bayes_factor"
"1624",2,"true_all",42,50,40,0.000122722272927617,6.68252860380146e-05,0,0,78,0,0,0,NA,NA,1,1.27654478948955,1.27661638767422,1.27654478948955,1.27661638767422,0.0110646555069687,"N_over_half"
"1625",2,"true_all",42,50,40,0.000122722272927617,6.68252860380146e-05,0,0,78,0,0,0,NA,NA,1,1.27654478948955,1.27661638767422,1.27654478948955,1.27661638767422,0.0110646555069687,"bayes_factor_10"
"1626",2,"true_all",42,50,40,0.000122722272927617,6.68252860380146e-05,0,0,78,0,0,0,NA,NA,1,1.27654478948955,1.27661638767422,1.27654478948955,1.27661638767422,0.0110646555069687,"N_half_and_bayes_factor"
"1627",2,"true_all",43,50,98,6.88606286780497e-05,0.0101483128667372,2,0,192,2,0,0,0,1,1,1.07502256858112,1.08349857859915,1.07502256858112,1.08349857859915,0.00261304023577517,"N_over_half"
"1628",2,"true_all",43,50,98,6.88606286780497e-05,0.0101483128667372,2,0,192,2,0,0,0,1,1,1.07502256858112,1.08349857859915,1.07502256858112,1.08349857859915,0.00261304023577517,"bayes_factor_10"
"1629",2,"true_all",43,50,98,6.88606286780497e-05,0.0101483128667372,2,0,192,2,0,0,0,1,1,1.07502256858112,1.08349857859915,1.07502256858112,1.08349857859915,0.00261304023577517,"N_half_and_bayes_factor"
"1630",2,"true_all",44,50,12,6.02883107539411e-06,8.58588124248969e-05,0,0,22,0,0,0,NA,NA,1,1.06104724590449,1.06106563050236,1.06104724590449,1.06106563050236,0.00244262522009456,"N_over_half"
"1631",2,"true_all",44,50,12,6.02883107539411e-06,8.58588124248969e-05,0,0,22,0,0,0,NA,NA,1,1.06104724590449,1.06106563050236,1.06104724590449,1.06106563050236,0.00244262522009456,"bayes_factor_10"
"1632",2,"true_all",44,50,12,6.02883107539411e-06,8.58588124248969e-05,0,0,22,0,0,0,NA,NA,1,1.06104724590449,1.06106563050236,1.06104724590449,1.06106563050236,0.00244262522009456,"N_half_and_bayes_factor"
"1633",2,"true_all",45,50,33,7.09191134100944e-05,9.76429865825513e-05,0,0,64,0,0,0,NA,NA,1,1.20831343550531,1.20864322282094,1.20831343550531,1.20864322282094,0.00834572891283754,"N_over_half"
"1634",2,"true_all",45,50,33,7.09191134100944e-05,9.76429865825513e-05,0,0,64,0,0,0,NA,NA,1,1.20831343550531,1.20864322282094,1.20831343550531,1.20864322282094,0.00834572891283754,"bayes_factor_10"
"1635",2,"true_all",45,50,33,7.09191134100944e-05,9.76429865825513e-05,0,0,64,0,0,0,NA,NA,1,1.20831343550531,1.20864322282094,1.20831343550531,1.20864322282094,0.00834572891283754,"N_half_and_bayes_factor"
"1636",2,"true_all",46,50,65,3.54947368098142e-05,4.8976724126712e-05,0,0,128,0,0,0,NA,NA,1,1.147229870507,1.14742639147568,1.147229870507,1.14742639147568,0.00589705565902709,"N_over_half"
"1637",2,"true_all",46,50,65,3.54947368098142e-05,4.8976724126712e-05,0,0,128,0,0,0,NA,NA,1,1.147229870507,1.14742639147568,1.147229870507,1.14742639147568,0.00589705565902709,"bayes_factor_10"
"1638",2,"true_all",46,50,65,3.54947368098142e-05,4.8976724126712e-05,0,0,128,0,0,0,NA,NA,1,1.147229870507,1.14742639147568,1.147229870507,1.14742639147568,0.00589705565902709,"N_half_and_bayes_factor"
"1639",2,"true_all",47,50,37,4.36494288502447e-05,0.000210511206666761,0,0,72,0,0,0,NA,NA,1,1.15341937575943,1.15483615603142,1.15341937575943,1.15483615603142,0.0061934462412567,"N_over_half"
"1640",2,"true_all",47,50,37,4.36494288502447e-05,0.000210511206666761,0,0,72,0,0,0,NA,NA,1,1.15341937575943,1.15483615603142,1.15341937575943,1.15483615603142,0.0061934462412567,"bayes_factor_10"
"1641",2,"true_all",47,50,37,4.36494288502447e-05,0.000210511206666761,0,0,72,0,0,0,NA,NA,1,1.15341937575943,1.15483615603142,1.15341937575943,1.15483615603142,0.0061934462412567,"N_half_and_bayes_factor"
"1642",2,"true_all",48,50,48,2.87581825326734e-06,2.74398474168674e-05,0,0,94,0,0,0,NA,NA,1,1.04193719817143,1.0419549910749,1.04193719817143,1.0419549910749,0.00167819964299592,"N_over_half"
"1643",2,"true_all",48,50,48,2.87581825326734e-06,2.74398474168674e-05,0,0,94,0,0,0,NA,NA,1,1.04193719817143,1.0419549910749,1.04193719817143,1.0419549910749,0.00167819964299592,"bayes_factor_10"
"1644",2,"true_all",48,50,48,2.87581825326734e-06,2.74398474168674e-05,0,0,94,0,0,0,NA,NA,1,1.04193719817143,1.0419549910749,1.04193719817143,1.0419549910749,0.00167819964299592,"N_half_and_bayes_factor"
"1645",2,"true_all",49,50,105,0.000344457884468402,0.00457246866354989,1,0,207,1,0,0,0,1,1,1.3343846248053,1.3584209463986,1.3343846248053,1.3584209463986,0.0162187288546563,"N_over_half"
"1646",2,"true_all",49,50,105,0.000344457884468402,0.00457246866354989,1,0,207,1,0,0,0,1,1,1.3343846248053,1.3584209463986,1.3343846248053,1.3584209463986,0.0162187288546563,"bayes_factor_10"
"1647",2,"true_all",49,50,105,0.000344457884468402,0.00457246866354989,1,0,207,1,0,0,0,1,1,1.3343846248053,1.3584209463986,1.3343846248053,1.3584209463986,0.0162187288546563,"N_half_and_bayes_factor"
"1648",2,"true_all",50,50,17,8.05215606607256e-05,0.0305440024340739,1,0,31,1,0,0,0,1,1,0.957525281739379,0.971237428297224,0.957525281739379,0.971237428297225,-0.00263372966144189,"N_over_half"
"1649",2,"true_all",50,50,17,8.05215606607256e-05,0.0305440024340739,1,0,31,1,0,0,0,1,1,0.957525281739379,0.971237428297224,0.957525281739379,0.971237428297225,-0.00263372966144189,"bayes_factor_10"
"1650",2,"true_all",50,50,17,8.05215606607256e-05,0.0305440024340739,1,0,31,1,0,0,0,1,1,0.957525281739379,0.971237428297224,0.957525281739379,0.971237428297225,-0.00263372966144189,"N_half_and_bayes_factor"
"1651",2,"true_all",51,50,81,0.000332604987035871,0.00617724562523883,1,0,159,1,0,0,0,1,1,0.870669757464573,0.900347733576591,0.870669757464573,0.900347733576591,-0.00846088083199202,"N_over_half"
"1652",2,"true_all",51,50,81,0.000332604987035871,0.00617724562523883,1,0,159,1,0,0,0,1,1,0.870669757464573,0.900347733576591,0.870669757464573,0.900347733576591,-0.00846088083199202,"bayes_factor_10"
"1653",2,"true_all",51,50,81,0.000332604987035871,0.00617724562523883,1,0,159,1,0,0,0,1,1,0.870669757464573,0.900347733576591,0.870669757464573,0.900347733576591,-0.00846088083199202,"N_half_and_bayes_factor"
"1654",2,"true_all",52,50,17,1.83837770484202e-06,3.82576672755321e-05,0,0,32,0,0,0,NA,NA,1,1.03335905684713,1.0333759491259,1.03335905684713,1.0333759491259,0.00133503796503589,"N_over_half"
"1655",2,"true_all",52,50,17,1.83837770484202e-06,3.82576672755321e-05,0,0,32,0,0,0,NA,NA,1,1.03335905684713,1.0333759491259,1.03335905684713,1.0333759491259,0.00133503796503589,"bayes_factor_10"
"1656",2,"true_all",52,50,17,1.83837770484202e-06,3.82576672755321e-05,0,0,32,0,0,0,NA,NA,1,1.03335905684713,1.0333759491259,1.03335905684713,1.0333759491259,0.00133503796503589,"N_half_and_bayes_factor"
"1657",2,"true_all",53,50,51,9.57915097753157e-06,5.98519498320529e-05,0,0,100,0,0,0,NA,NA,1,1.07048422065333,1.07091886853972,1.07048422065333,1.07091886853972,0.00283675474158897,"N_over_half"
"1658",2,"true_all",53,50,51,9.57915097753157e-06,5.98519498320529e-05,0,0,100,0,0,0,NA,NA,1,1.07048422065333,1.07091886853972,1.07048422065333,1.07091886853972,0.00283675474158897,"bayes_factor_10"
"1659",2,"true_all",53,50,51,9.57915097753157e-06,5.98519498320529e-05,0,0,100,0,0,0,NA,NA,1,1.07048422065333,1.07091886853972,1.07048422065333,1.07091886853972,0.00283675474158897,"N_half_and_bayes_factor"
"1660",2,"true_all",54,50,38,9.47206766843407e-07,3.62705721865374e-05,0,0,74,0,0,0,NA,NA,1,1.02317806542722,1.02320411010894,1.02317806542723,1.02320411010894,0.000928164404357554,"N_over_half"
